SourceID,TargetID,RelationshipType,TransactionAmount,TransactionDate,TransactionDescription,SourceName,SourceType,SourceSector,SourceOrganization
1205,2522,Fraud,89414,8/8/2013,Embezzlement in Construction sector,Person 1205,Clerk,Healthcare,Organization 786
3034,4993,Fraud,,6/21/2016,Bribery in Construction sector,Person 3034,Official,Finance,Organization 792
2280,1475,Nepotism,91646,9/17/2018,Fraud in Government sector,Person 2280,Manager,Government,Organization 338
101,5000,Embezzlement,,3/25/2018,Embezzlement in Healthcare sector,Person 101,Manager,Construction,Organization 627
2943,2849,Fraud,6932,6/19/2018,Bribery in Finance sector,Person 2943,Manager,Finance,Organization 715
3849,4838,Nepotism,,7/2/2011,Bribery in Healthcare sector,Person 3849,Clerk,Government,Organization 391
20,2573,Bribery,,11/24/2019,Bribery in Finance sector,Person 20,Official,Government,Organization 599
4026,311,Fraud,,9/21/2012,Fraud in Construction sector,Person 4026,Manager,Healthcare,Organization 333
2162,4071,Embezzlement,50190,12/4/2011,Embezzlement in Construction sector,Person 2162,CEO,Finance,Organization 9
2811,3423,Fraud,,9/21/2013,Nepotism in Healthcare sector,Person 2811,Clerk,Healthcare,Organization 538
4335,1687,Embezzlement,,8/12/2019,Nepotism in Healthcare sector,Person 4335,Clerk,Government,Organization 94
4696,1674,Embezzlement,,1/16/2018,Embezzlement in Government sector,Person 4696,Clerk,Government,Organization 577
3450,4818,Embezzlement,,12/9/2010,Nepotism in Construction sector,Person 3450,Clerk,Construction,Organization 527
4134,3199,Bribery,36895,11/4/2019,Embezzlement in Government sector,Person 4134,Official,Government,Organization 324
3467,2596,Nepotism,,1/20/2015,Fraud in Finance sector,Person 3467,Clerk,Construction,Organization 314
4454,2868,Fraud,83760,6/21/2019,Fraud in Construction sector,Person 4454,Manager,Healthcare,Organization 847
3186,2255,Nepotism,79196,5/12/2011,Bribery in Government sector,Person 3186,CEO,Government,Organization 329
2136,3720,Fraud,,10/7/2013,Fraud in Finance sector,Person 2136,CEO,Government,Organization 493
2385,4888,Nepotism,,2/15/2012,Embezzlement in Government sector,Person 2385,Official,Government,Organization 575
1796,2403,Embezzlement,67265,4/7/2017,Fraud in Finance sector,Person 1796,Official,Government,Organization 624
2142,3791,Fraud,91394,2/14/2014,Embezzlement in Government sector,Person 2142,Official,Government,Organization 2
3579,2295,Embezzlement,,5/17/2010,Bribery in Government sector,Person 3579,Manager,Finance,Organization 446
2518,447,Embezzlement,,5/1/2014,Embezzlement in Government sector,Person 2518,Official,Finance,Organization 515
3666,2097,Embezzlement,,7/25/2019,Fraud in Healthcare sector,Person 3666,Clerk,Construction,Organization 884
3438,3955,Embezzlement,2358,3/22/2019,Embezzlement in Construction sector,Person 3438,CEO,Construction,Organization 462
3844,3614,Nepotism,,2/26/2019,Fraud in Construction sector,Person 3844,CEO,Healthcare,Organization 983
638,3122,Fraud,86940,4/24/2020,Bribery in Government sector,Person 638,Clerk,Government,Organization 309
1588,2726,Fraud,,5/23/2017,Fraud in Finance sector,Person 1588,Official,Healthcare,Organization 161
4037,3550,Bribery,95522,12/10/2015,Fraud in Construction sector,Person 4037,Official,Construction,Organization 791
4950,4388,Nepotism,,10/10/2010,Nepotism in Finance sector,Person 4950,Clerk,Finance,Organization 557
1124,843,Bribery,,12/11/2010,Embezzlement in Construction sector,Person 1124,Official,Healthcare,Organization 405
1326,2126,Embezzlement,,9/10/2011,Fraud in Finance sector,Person 1326,Official,Finance,Organization 870
3410,3004,Fraud,,1/3/2020,Bribery in Government sector,Person 3410,Clerk,Government,Organization 30
3243,3964,Embezzlement,,9/10/2011,Nepotism in Healthcare sector,Person 3243,Manager,Finance,Organization 834
3448,4429,Embezzlement,31414,12/8/2010,Bribery in Finance sector,Person 3448,CEO,Government,Organization 650
949,4265,Bribery,92168,8/6/2018,Bribery in Construction sector,Person 949,CEO,Finance,Organization 858
221,3444,Nepotism,24596,7/27/2016,Fraud in Healthcare sector,Person 221,CEO,Finance,Organization 119
3767,3452,Bribery,,6/26/2017,Fraud in Construction sector,Person 3767,Manager,Finance,Organization 661
4375,4326,Nepotism,84691,2/8/2015,Bribery in Government sector,Person 4375,Clerk,Healthcare,Organization 821
1371,93,Nepotism,66417,12/6/2010,Bribery in Construction sector,Person 1371,Official,Government,Organization 387
1844,131,Bribery,,10/22/2014,Bribery in Construction sector,Person 1844,CEO,Government,Organization 8
2508,1079,Bribery,45253,12/15/2012,Fraud in Healthcare sector,Person 2508,Official,Finance,Organization 93
3343,1202,Fraud,49776,9/27/2017,Embezzlement in Government sector,Person 3343,Official,Construction,Organization 222
2408,2113,Nepotism,,5/24/2020,Bribery in Government sector,Person 2408,CEO,Government,Organization 51
4539,2842,Embezzlement,2640,7/26/2015,Nepotism in Government sector,Person 4539,Official,Finance,Organization 273
4991,2890,Fraud,,7/23/2019,Fraud in Finance sector,Person 4991,Clerk,Finance,Organization 913
2493,3472,Bribery,,6/25/2012,Bribery in Construction sector,Person 2493,Clerk,Construction,Organization 965
880,101,Nepotism,,9/5/2016,Fraud in Government sector,Person 880,Clerk,Finance,Organization 822
1577,2738,Embezzlement,15033,10/6/2016,Fraud in Government sector,Person 1577,Clerk,Government,Organization 77
4056,2978,Bribery,,1/22/2011,Nepotism in Construction sector,Person 4056,Clerk,Government,Organization 957
4646,1828,Embezzlement,,5/8/2014,Fraud in Government sector,Person 4646,Official,Government,Organization 801
1229,702,Bribery,13318,10/21/2014,Embezzlement in Healthcare sector,Person 1229,Clerk,Construction,Organization 505
913,184,Fraud,,2/24/2010,Embezzlement in Finance sector,Person 913,Manager,Healthcare,Organization 317
1774,1452,Bribery,58413,5/5/2012,Bribery in Construction sector,Person 1774,CEO,Healthcare,Organization 445
1881,3515,Fraud,,11/19/2013,Bribery in Finance sector,Person 1881,Manager,Healthcare,Organization 505
2829,1637,Nepotism,,7/28/2016,Nepotism in Government sector,Person 2829,Official,Healthcare,Organization 143
4812,2231,Nepotism,54443,3/5/2016,Nepotism in Government sector,Person 4812,Manager,Healthcare,Organization 567
735,2025,Nepotism,67761,5/17/2019,Nepotism in Healthcare sector,Person 735,Clerk,Government,Organization 788
2653,3368,Fraud,68644,9/10/2016,Embezzlement in Healthcare sector,Person 2653,Official,Construction,Organization 388
3653,2257,Fraud,,1/1/2013,Bribery in Construction sector,Person 3653,Official,Finance,Organization 457
3989,4587,Fraud,98657,10/12/2020,Fraud in Healthcare sector,Person 3989,CEO,Construction,Organization 205
3078,3827,Embezzlement,,9/19/2019,Nepotism in Construction sector,Person 3078,Clerk,Healthcare,Organization 806
1233,3544,Bribery,21531,7/25/2011,Embezzlement in Construction sector,Person 1233,Manager,Government,Organization 808
3026,3778,Nepotism,20314,9/14/2016,Embezzlement in Government sector,Person 3026,Manager,Finance,Organization 38
3738,2322,Fraud,77435,11/11/2016,Nepotism in Finance sector,Person 3738,Official,Finance,Organization 295
1474,2090,Bribery,,1/4/2014,Nepotism in Government sector,Person 1474,CEO,Government,Organization 781
4074,4894,Embezzlement,91020,5/28/2010,Bribery in Finance sector,Person 4074,Official,Healthcare,Organization 77
952,4818,Bribery,,8/24/2013,Fraud in Construction sector,Person 952,Official,Healthcare,Organization 684
2931,1033,Bribery,52873,6/16/2012,Bribery in Healthcare sector,Person 2931,Clerk,Government,Organization 132
1430,3590,Bribery,,6/11/2020,Fraud in Healthcare sector,Person 1430,Official,Healthcare,Organization 915
3598,3819,Nepotism,,6/11/2017,Embezzlement in Healthcare sector,Person 3598,Manager,Government,Organization 630
4354,4759,Fraud,65037,11/6/2018,Embezzlement in Healthcare sector,Person 4354,Official,Finance,Organization 411
521,55,Fraud,82992,8/20/2014,Fraud in Finance sector,Person 521,Manager,Government,Organization 622
383,1580,Embezzlement,70324,5/6/2018,Bribery in Healthcare sector,Person 383,CEO,Healthcare,Organization 503
1880,1630,Fraud,,12/28/2012,Embezzlement in Healthcare sector,Person 1880,Official,Finance,Organization 428
4038,2366,Embezzlement,46522,10/21/2019,Embezzlement in Healthcare sector,Person 4038,Clerk,Construction,Organization 3
1619,3227,Bribery,,9/19/2010,Fraud in Healthcare sector,Person 1619,Official,Construction,Organization 185
2853,3216,Bribery,4844,10/26/2014,Embezzlement in Government sector,Person 2853,CEO,Government,Organization 403
3430,1950,Bribery,33170,12/7/2017,Fraud in Finance sector,Person 3430,Manager,Construction,Organization 961
268,1003,Nepotism,98415,2/12/2018,Bribery in Government sector,Person 268,Official,Healthcare,Organization 443
3932,4196,Bribery,,9/22/2019,Bribery in Government sector,Person 3932,Official,Finance,Organization 700
1577,169,Embezzlement,1454,10/22/2019,Bribery in Government sector,Person 1577,Clerk,Government,Organization 77
1214,1929,Embezzlement,,12/21/2018,Embezzlement in Finance sector,Person 1214,Manager,Government,Organization 73
1474,1789,Embezzlement,,9/22/2013,Fraud in Government sector,Person 1474,CEO,Government,Organization 781
795,4640,Embezzlement,,3/9/2012,Embezzlement in Healthcare sector,Person 795,Manager,Government,Organization 370
2639,1042,Fraud,92700,10/14/2014,Embezzlement in Government sector,Person 2639,CEO,Finance,Organization 115
1763,4981,Bribery,67653,10/19/2018,Fraud in Construction sector,Person 1763,Official,Healthcare,Organization 16
75,3322,Fraud,46900,12/11/2019,Fraud in Healthcare sector,Person 75,CEO,Government,Organization 165
3032,3084,Embezzlement,,6/11/2019,Fraud in Finance sector,Person 3032,Official,Construction,Organization 853
702,2002,Embezzlement,74175,3/12/2010,Bribery in Government sector,Person 702,Official,Healthcare,Organization 861
1404,1244,Embezzlement,,7/23/2010,Fraud in Healthcare sector,Person 1404,Manager,Finance,Organization 328
1211,1265,Embezzlement,65696,3/14/2014,Fraud in Construction sector,Person 1211,Clerk,Government,Organization 899
2718,4451,Fraud,,8/18/2015,Fraud in Healthcare sector,Person 2718,Manager,Government,Organization 345
1435,4209,Embezzlement,12229,1/11/2019,Bribery in Finance sector,Person 1435,CEO,Healthcare,Organization 570
3502,3052,Fraud,56496,6/27/2013,Bribery in Construction sector,Person 3502,Clerk,Healthcare,Organization 347
3326,2207,Embezzlement,,12/5/2015,Fraud in Healthcare sector,Person 3326,CEO,Finance,Organization 375
3048,150,Fraud,14194,7/12/2011,Nepotism in Government sector,Person 3048,Official,Government,Organization 510
4413,1289,Fraud,33931,3/21/2015,Fraud in Government sector,Person 4413,Clerk,Healthcare,Organization 376
4350,1624,Nepotism,25683,3/16/2018,Embezzlement in Healthcare sector,Person 4350,Manager,Finance,Organization 323
4629,4317,Embezzlement,,7/23/2015,Fraud in Healthcare sector,Person 4629,Clerk,Healthcare,Organization 188
1019,607,Nepotism,,3/21/2011,Bribery in Healthcare sector,Person 1019,Manager,Government,Organization 730
2810,2724,Bribery,,5/11/2012,Bribery in Finance sector,Person 2810,CEO,Government,Organization 367
4299,2442,Bribery,,9/24/2014,Nepotism in Finance sector,Person 4299,CEO,Government,Organization 153
2069,3574,Embezzlement,20676,9/2/2012,Bribery in Healthcare sector,Person 2069,Clerk,Healthcare,Organization 749
1201,521,Nepotism,,5/19/2016,Bribery in Government sector,Person 1201,Official,Construction,Organization 269
4680,1738,Bribery,,2/8/2020,Nepotism in Construction sector,Person 4680,Manager,Healthcare,Organization 640
3669,2534,Fraud,61098,5/18/2019,Fraud in Healthcare sector,Person 3669,Clerk,Finance,Organization 64
3444,4577,Fraud,48380,1/5/2014,Nepotism in Construction sector,Person 3444,Clerk,Finance,Organization 876
3839,815,Nepotism,6764,10/11/2019,Bribery in Healthcare sector,Person 3839,Official,Finance,Organization 784
994,479,Nepotism,20662,10/21/2013,Fraud in Government sector,Person 994,CEO,Healthcare,Organization 426
3244,4617,Bribery,31715,4/3/2013,Bribery in Government sector,Person 3244,CEO,Finance,Organization 403
3462,2553,Bribery,73209,3/25/2010,Bribery in Government sector,Person 3462,CEO,Construction,Organization 44
970,177,Embezzlement,,8/21/2018,Nepotism in Government sector,Person 970,Clerk,Government,Organization 152
4830,4362,Nepotism,51736,2/21/2020,Embezzlement in Government sector,Person 4830,Clerk,Finance,Organization 63
3714,4035,Embezzlement,,7/3/2020,Fraud in Construction sector,Person 3714,CEO,Healthcare,Organization 242
510,2227,Embezzlement,16405,9/16/2015,Bribery in Finance sector,Person 510,Manager,Construction,Organization 663
3015,4056,Bribery,66999,11/4/2015,Embezzlement in Healthcare sector,Person 3015,Clerk,Healthcare,Organization 344
4888,228,Fraud,,5/3/2017,Fraud in Government sector,Person 4888,Clerk,Construction,Organization 776
4774,3117,Nepotism,,6/2/2019,Fraud in Construction sector,Person 4774,Manager,Finance,Organization 452
3684,685,Bribery,97760,2/26/2011,Embezzlement in Finance sector,Person 3684,Official,Government,Organization 66
2813,4917,Bribery,,10/27/2012,Nepotism in Government sector,Person 2813,CEO,Government,Organization 761
3727,1698,Fraud,36421,6/20/2017,Bribery in Finance sector,Person 3727,Manager,Finance,Organization 575
4520,3314,Nepotism,,2/24/2011,Bribery in Finance sector,Person 4520,Manager,Finance,Organization 382
247,4338,Fraud,,8/14/2013,Bribery in Construction sector,Person 247,CEO,Finance,Organization 372
1915,643,Bribery,,8/26/2020,Fraud in Construction sector,Person 1915,Official,Finance,Organization 78
3898,2638,Fraud,53854,6/3/2018,Nepotism in Government sector,Person 3898,Official,Healthcare,Organization 321
718,3577,Bribery,,1/11/2019,Fraud in Construction sector,Person 718,Clerk,Construction,Organization 208
4398,4378,Fraud,,3/7/2013,Bribery in Government sector,Person 4398,CEO,Construction,Organization 677
3355,643,Nepotism,,2/4/2015,Bribery in Healthcare sector,Person 3355,Official,Government,Organization 268
3936,368,Embezzlement,,10/17/2014,Bribery in Healthcare sector,Person 3936,Clerk,Construction,Organization 952
2380,2770,Embezzlement,87752,4/19/2019,Nepotism in Finance sector,Person 2380,Official,Government,Organization 629
4087,462,Nepotism,,2/20/2011,Embezzlement in Construction sector,Person 4087,Official,Healthcare,Organization 379
1048,896,Bribery,,6/9/2012,Nepotism in Government sector,Person 1048,Manager,Finance,Organization 564
2460,4867,Embezzlement,40712,10/4/2016,Nepotism in Construction sector,Person 2460,CEO,Government,Organization 84
3664,3940,Embezzlement,,4/20/2011,Bribery in Government sector,Person 3664,Manager,Finance,Organization 722
100,3124,Nepotism,,12/15/2013,Nepotism in Construction sector,Person 100,Manager,Finance,Organization 26
3066,2128,Bribery,21502,10/16/2014,Fraud in Healthcare sector,Person 3066,Official,Healthcare,Organization 5
2886,3959,Embezzlement,,11/20/2020,Fraud in Finance sector,Person 2886,Official,Construction,Organization 428
2653,3990,Nepotism,,3/8/2013,Bribery in Healthcare sector,Person 2653,Official,Construction,Organization 388
3098,3299,Nepotism,24121,12/10/2019,Embezzlement in Construction sector,Person 3098,Clerk,Construction,Organization 190
2320,4071,Nepotism,89442,1/19/2019,Nepotism in Finance sector,Person 2320,CEO,Healthcare,Organization 341
4581,4242,Bribery,14723,10/12/2012,Bribery in Construction sector,Person 4581,Clerk,Healthcare,Organization 816
697,3454,Nepotism,,2/18/2016,Embezzlement in Finance sector,Person 697,Official,Government,Organization 979
2110,3383,Nepotism,20253,8/27/2017,Embezzlement in Construction sector,Person 2110,Official,Finance,Organization 844
1184,4366,Bribery,58813,8/24/2011,Embezzlement in Healthcare sector,Person 1184,Manager,Healthcare,Organization 694
2410,693,Bribery,14536,1/20/2014,Bribery in Construction sector,Person 2410,Clerk,Construction,Organization 998
408,3097,Nepotism,,2/16/2016,Fraud in Government sector,Person 408,Clerk,Government,Organization 948
4072,1685,Nepotism,15137,3/7/2012,Fraud in Construction sector,Person 4072,CEO,Finance,Organization 220
729,3699,Embezzlement,,9/4/2015,Nepotism in Healthcare sector,Person 729,Official,Government,Organization 655
4730,3400,Fraud,42673,8/3/2014,Embezzlement in Government sector,Person 4730,Manager,Healthcare,Organization 23
1860,4377,Fraud,,4/21/2011,Bribery in Finance sector,Person 1860,Clerk,Finance,Organization 314
4379,2222,Nepotism,,10/4/2016,Embezzlement in Healthcare sector,Person 4379,Clerk,Healthcare,Organization 943
4533,4495,Nepotism,11435,3/22/2020,Bribery in Healthcare sector,Person 4533,Clerk,Healthcare,Organization 810
3531,2641,Embezzlement,,5/25/2012,Nepotism in Finance sector,Person 3531,Clerk,Healthcare,Organization 785
603,2437,Embezzlement,26552,2/9/2018,Fraud in Finance sector,Person 603,Clerk,Government,Organization 169
1152,4510,Embezzlement,3982,8/2/2011,Embezzlement in Healthcare sector,Person 1152,Official,Finance,Organization 993
3893,121,Embezzlement,5955,4/12/2016,Nepotism in Government sector,Person 3893,Manager,Government,Organization 27
268,3697,Embezzlement,33364,3/11/2017,Bribery in Finance sector,Person 268,Official,Healthcare,Organization 443
880,1264,Embezzlement,21477,3/3/2015,Embezzlement in Construction sector,Person 880,Clerk,Finance,Organization 822
1611,906,Nepotism,,1/10/2018,Nepotism in Construction sector,Person 1611,CEO,Healthcare,Organization 256
4829,2042,Fraud,,7/10/2016,Fraud in Construction sector,Person 4829,CEO,Government,Organization 280
822,2270,Nepotism,70466,4/10/2011,Fraud in Finance sector,Person 822,Clerk,Construction,Organization 561
2722,1013,Nepotism,54169,4/9/2015,Bribery in Government sector,Person 2722,Official,Healthcare,Organization 882
3658,4687,Embezzlement,50791,10/15/2020,Fraud in Finance sector,Person 3658,Manager,Healthcare,Organization 828
2590,1657,Nepotism,,10/27/2014,Bribery in Healthcare sector,Person 2590,CEO,Finance,Organization 544
362,2300,Embezzlement,42558,11/15/2011,Fraud in Government sector,Person 362,CEO,Finance,Organization 548
3673,4515,Fraud,,2/18/2016,Fraud in Construction sector,Person 3673,CEO,Government,Organization 543
4570,2381,Bribery,,7/19/2020,Fraud in Healthcare sector,Person 4570,Clerk,Finance,Organization 638
3383,4957,Embezzlement,14116,11/9/2010,Bribery in Healthcare sector,Person 3383,Clerk,Government,Organization 985
752,2054,Bribery,,1/6/2018,Bribery in Government sector,Person 752,Manager,Healthcare,Organization 781
1942,752,Bribery,,11/28/2020,Bribery in Healthcare sector,Person 1942,Manager,Construction,Organization 884
2976,3150,Fraud,84512,1/16/2011,Embezzlement in Finance sector,Person 2976,Official,Healthcare,Organization 898
824,240,Bribery,,10/16/2013,Embezzlement in Government sector,Person 824,Manager,Construction,Organization 237
4790,1317,Bribery,50509,9/19/2011,Embezzlement in Healthcare sector,Person 4790,Official,Finance,Organization 529
2898,387,Bribery,79628,2/13/2017,Bribery in Healthcare sector,Person 2898,Manager,Finance,Organization 548
4835,594,Fraud,,7/24/2011,Embezzlement in Healthcare sector,Person 4835,Official,Healthcare,Organization 473
2753,2935,Bribery,,12/1/2017,Fraud in Healthcare sector,Person 2753,Official,Healthcare,Organization 256
2746,1601,Bribery,,10/25/2019,Nepotism in Finance sector,Person 2746,Manager,Government,Organization 204
4602,2267,Embezzlement,,6/1/2010,Embezzlement in Government sector,Person 4602,Manager,Finance,Organization 12
2113,2534,Embezzlement,,2/2/2013,Embezzlement in Finance sector,Person 2113,Manager,Government,Organization 881
4339,2931,Nepotism,12945,11/28/2014,Fraud in Finance sector,Person 4339,Manager,Construction,Organization 515
3641,3688,Nepotism,82087,11/12/2012,Embezzlement in Government sector,Person 3641,CEO,Finance,Organization 236
2575,1022,Fraud,44443,5/4/2019,Bribery in Construction sector,Person 2575,Official,Construction,Organization 680
468,671,Bribery,,3/11/2010,Bribery in Government sector,Person 468,Official,Construction,Organization 425
1636,2103,Fraud,,11/13/2015,Fraud in Healthcare sector,Person 1636,Official,Finance,Organization 454
4314,261,Fraud,,10/27/2014,Bribery in Finance sector,Person 4314,Official,Healthcare,Organization 77
1633,2625,Nepotism,9613,3/27/2013,Nepotism in Healthcare sector,Person 1633,Official,Finance,Organization 723
2224,4208,Bribery,,9/13/2018,Bribery in Government sector,Person 2224,Manager,Healthcare,Organization 552
2269,3914,Bribery,41605,2/17/2013,Bribery in Finance sector,Person 2269,Clerk,Construction,Organization 338
2485,3987,Embezzlement,,2/4/2014,Embezzlement in Finance sector,Person 2485,Clerk,Construction,Organization 629
926,4469,Fraud,,5/6/2019,Embezzlement in Government sector,Person 926,Official,Construction,Organization 880
1225,4232,Embezzlement,,2/4/2016,Bribery in Finance sector,Person 1225,CEO,Government,Organization 752
1244,2808,Nepotism,,2/8/2019,Nepotism in Healthcare sector,Person 1244,Manager,Finance,Organization 77
4852,516,Embezzlement,59944,4/3/2020,Embezzlement in Healthcare sector,Person 4852,CEO,Construction,Organization 284
2770,4312,Fraud,,11/3/2019,Fraud in Healthcare sector,Person 2770,Clerk,Healthcare,Organization 832
1716,2375,Bribery,,1/21/2013,Embezzlement in Government sector,Person 1716,Clerk,Healthcare,Organization 317
716,3092,Nepotism,89638,4/25/2012,Nepotism in Construction sector,Person 716,CEO,Healthcare,Organization 606
4902,4052,Bribery,,10/23/2016,Fraud in Healthcare sector,Person 4902,Clerk,Healthcare,Organization 245
2418,2259,Nepotism,27554,3/27/2017,Bribery in Finance sector,Person 2418,Clerk,Construction,Organization 304
2334,4991,Bribery,,4/21/2019,Fraud in Government sector,Person 2334,Clerk,Construction,Organization 171
1436,1400,Fraud,82860,6/9/2014,Nepotism in Healthcare sector,Person 1436,Clerk,Healthcare,Organization 847
4030,3348,Nepotism,68202,10/4/2015,Nepotism in Healthcare sector,Person 4030,CEO,Finance,Organization 702
4959,3161,Embezzlement,81870,1/20/2011,Nepotism in Government sector,Person 4959,Clerk,Healthcare,Organization 50
3393,2313,Nepotism,93327,3/15/2013,Embezzlement in Construction sector,Person 3393,Official,Healthcare,Organization 438
2879,2686,Bribery,69358,3/3/2016,Embezzlement in Construction sector,Person 2879,CEO,Healthcare,Organization 829
1075,3427,Embezzlement,63281,11/23/2020,Fraud in Finance sector,Person 1075,Clerk,Healthcare,Organization 169
1879,4651,Nepotism,,12/9/2019,Nepotism in Construction sector,Person 1879,Clerk,Finance,Organization 628
151,843,Nepotism,,2/10/2020,Bribery in Healthcare sector,Person 151,Clerk,Finance,Organization 223
2861,1825,Nepotism,32278,4/11/2016,Fraud in Healthcare sector,Person 2861,Official,Finance,Organization 320
4997,4868,Bribery,,5/5/2012,Bribery in Healthcare sector,Person 4997,Official,Healthcare,Organization 859
1645,2475,Nepotism,42770,8/28/2019,Bribery in Construction sector,Person 1645,Clerk,Construction,Organization 208
611,4712,Bribery,42796,4/23/2019,Fraud in Construction sector,Person 611,Official,Finance,Organization 585
567,2880,Bribery,,5/27/2010,Fraud in Finance sector,Person 567,CEO,Healthcare,Organization 307
3411,4754,Bribery,48811,12/18/2011,Fraud in Healthcare sector,Person 3411,Manager,Finance,Organization 370
2962,1782,Fraud,83904,1/7/2013,Embezzlement in Construction sector,Person 2962,Clerk,Healthcare,Organization 162
1680,2197,Nepotism,,4/17/2012,Embezzlement in Finance sector,Person 1680,Manager,Government,Organization 497
4758,1601,Fraud,,5/10/2020,Nepotism in Construction sector,Person 4758,Manager,Construction,Organization 948
911,4009,Bribery,25997,2/1/2014,Fraud in Government sector,Person 911,Clerk,Government,Organization 301
1999,3511,Nepotism,84447,9/18/2010,Bribery in Government sector,Person 1999,Official,Healthcare,Organization 545
3078,1212,Nepotism,,7/26/2010,Bribery in Finance sector,Person 3078,Clerk,Healthcare,Organization 806
1449,1922,Embezzlement,,6/8/2012,Embezzlement in Finance sector,Person 1449,Official,Government,Organization 267
1032,2656,Nepotism,,1/5/2017,Embezzlement in Construction sector,Person 1032,CEO,Finance,Organization 528
1255,4313,Bribery,,9/4/2019,Bribery in Finance sector,Person 1255,CEO,Finance,Organization 800
1624,2285,Embezzlement,52006,6/16/2020,Embezzlement in Healthcare sector,Person 1624,Clerk,Finance,Organization 122
481,1415,Embezzlement,20146,5/6/2010,Fraud in Healthcare sector,Person 481,CEO,Finance,Organization 884
3820,831,Embezzlement,89463,1/15/2018,Embezzlement in Construction sector,Person 3820,CEO,Construction,Organization 193
719,2388,Nepotism,,5/2/2012,Fraud in Finance sector,Person 719,CEO,Healthcare,Organization 912
1922,2594,Fraud,49506,12/9/2015,Embezzlement in Construction sector,Person 1922,Clerk,Government,Organization 444
267,4802,Fraud,,12/8/2015,Embezzlement in Healthcare sector,Person 267,Official,Government,Organization 977
1340,3539,Nepotism,51699,11/15/2018,Bribery in Government sector,Person 1340,Official,Construction,Organization 468
4969,1166,Fraud,26308,7/4/2011,Nepotism in Government sector,Person 4969,Clerk,Construction,Organization 726
541,3313,Nepotism,,5/1/2020,Bribery in Finance sector,Person 541,Official,Government,Organization 126
1834,65,Embezzlement,52562,3/21/2016,Embezzlement in Construction sector,Person 1834,Official,Construction,Organization 560
1542,1996,Bribery,,1/6/2011,Nepotism in Finance sector,Person 1542,Manager,Finance,Organization 896
3776,1861,Nepotism,26951,11/5/2014,Bribery in Finance sector,Person 3776,Official,Government,Organization 645
4547,3505,Fraud,,4/1/2019,Bribery in Healthcare sector,Person 4547,Clerk,Finance,Organization 123
1598,464,Embezzlement,46983,11/24/2017,Embezzlement in Government sector,Person 1598,Official,Finance,Organization 649
4784,2955,Nepotism,46169,9/10/2018,Embezzlement in Government sector,Person 4784,Manager,Healthcare,Organization 41
3920,107,Embezzlement,32606,9/25/2016,Embezzlement in Healthcare sector,Person 3920,Official,Healthcare,Organization 238
3671,191,Nepotism,79593,8/21/2015,Nepotism in Government sector,Person 3671,CEO,Construction,Organization 245
912,2490,Embezzlement,,12/10/2019,Bribery in Construction sector,Person 912,Official,Government,Organization 847
1123,2952,Fraud,52564,4/3/2010,Fraud in Healthcare sector,Person 1123,CEO,Government,Organization 982
2836,3122,Fraud,92928,10/25/2012,Nepotism in Construction sector,Person 2836,Clerk,Finance,Organization 317
4497,2646,Bribery,38889,12/23/2015,Embezzlement in Finance sector,Person 4497,Official,Finance,Organization 97
89,3327,Nepotism,80247,12/7/2015,Embezzlement in Government sector,Person 89,Clerk,Finance,Organization 594
1311,629,Fraud,82897,11/5/2014,Embezzlement in Healthcare sector,Person 1311,Manager,Healthcare,Organization 518
1610,135,Bribery,,12/6/2011,Bribery in Finance sector,Person 1610,CEO,Healthcare,Organization 453
2506,2456,Embezzlement,9488,2/16/2015,Bribery in Healthcare sector,Person 2506,CEO,Construction,Organization 862
1959,4889,Embezzlement,,1/1/2016,Nepotism in Finance sector,Person 1959,Manager,Construction,Organization 618
3310,3903,Fraud,94707,10/9/2015,Nepotism in Construction sector,Person 3310,Clerk,Construction,Organization 499
1678,3064,Nepotism,,1/3/2018,Bribery in Finance sector,Person 1678,Clerk,Government,Organization 716
302,3659,Fraud,39078,3/27/2014,Nepotism in Government sector,Person 302,Official,Finance,Organization 285
573,1030,Fraud,52210,8/4/2016,Nepotism in Healthcare sector,Person 573,Manager,Construction,Organization 311
2890,4013,Nepotism,60504,11/10/2011,Bribery in Healthcare sector,Person 2890,Official,Finance,Organization 764
1650,4746,Nepotism,,1/28/2012,Nepotism in Healthcare sector,Person 1650,Clerk,Government,Organization 993
3306,4141,Bribery,80276,8/9/2016,Embezzlement in Construction sector,Person 3306,Official,Government,Organization 339
4297,3522,Fraud,,8/3/2013,Embezzlement in Government sector,Person 4297,Official,Healthcare,Organization 714
2050,3739,Embezzlement,98162,7/4/2016,Embezzlement in Finance sector,Person 2050,Official,Construction,Organization 617
439,498,Embezzlement,71733,10/13/2011,Embezzlement in Construction sector,Person 439,CEO,Healthcare,Organization 98
2088,4645,Nepotism,,8/8/2017,Embezzlement in Finance sector,Person 2088,Manager,Finance,Organization 823
182,3649,Bribery,,1/3/2011,Embezzlement in Finance sector,Person 182,Official,Government,Organization 863
1731,690,Fraud,29029,6/6/2012,Bribery in Healthcare sector,Person 1731,Official,Finance,Organization 563
2409,1747,Nepotism,37110,1/15/2017,Embezzlement in Construction sector,Person 2409,Manager,Construction,Organization 396
130,3918,Fraud,23365,2/8/2020,Fraud in Government sector,Person 130,CEO,Healthcare,Organization 375
3196,3802,Nepotism,,1/8/2012,Nepotism in Construction sector,Person 3196,Official,Finance,Organization 716
